person,age,occupation,workclass,education,hours per week,marital status,race,relationship,sex,capital gain,capital loss,education num,native country,fnlwgt,income
person 23695,31,Sales,Private,Masters,40,Married-civ-spouse,White,Husband,Male,0,0,14,United-States,189759,>50K
person 23696,32,Farming-fishing,Private,5th-6th,60,Separated,White,Other-relative,Male,0,0,3,Mexico,339482,<=50K
person 23698,29,Sales,Private,HS-grad,60,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,354558,<=50K
person 23699,64,Exec-managerial,Private,Some-college,10,Widowed,White,Not-in-family,Female,0,0,10,United-States,285052,<=50K
person 23700,26,Protective-serv,State-gov,Some-college,40,Never-married,White,Own-child,Male,0,0,10,United-States,175044,<=50K
person 23701,68,Sales,Private,5th-6th,22,Married-spouse-absent,White,Not-in-family,Male,0,0,3,United-States,45508,<=50K
person 23703,29,Sales,Private,Some-college,40,Never-married,White,Own-child,Female,0,0,10,United-States,173611,<=50K
person 23705,21,Machine-op-inspct,Private,HS-grad,40,Never-married,White,Own-child,Male,0,0,9,United-States,143062,<=50K
person 23706,26,?,?,10th,40,Separated,White,Other-relative,Female,0,0,6,Puerto-Rico,137951,<=50K
person 23707,33,Prof-specialty,Local-gov,Bachelors,40,Married-spouse-absent,Black,Other-relative,Male,0,0,13,?,293063,<=50K
person 23709,31,Craft-repair,Private,HS-grad,55,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,193477,<=50K
person 23711,19,Other-service,Private,Some-college,27,Never-married,White,Own-child,Female,0,0,10,United-States,69182,<=50K
person 23713,45,Other-service,Private,9th,40,Separated,Other,Unmarried,Female,0,0,5,Trinadad&Tobago,129371,<=50K
person 23715,40,Handlers-cleaners,Private,Some-college,48,Never-married,White,Not-in-family,Male,0,0,10,United-States,201734,<=50K
person 23716,52,Transport-moving,Local-gov,Some-college,40,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,91689,<=50K
person 23717,46,Adm-clerical,Private,Some-college,24,Divorced,White,Not-in-family,Female,0,0,10,United-States,166546,<=50K
person 23718,24,Machine-op-inspct,Private,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,293324,<=50K
person 23720,38,Exec-managerial,Self-emp-not-inc,Bachelors,60,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,403391,<=50K
person 23721,44,Prof-specialty,Private,Bachelors,45,Never-married,White,Not-in-family,Female,0,0,13,Mexico,367749,<=50K
person 23722,24,Adm-clerical,Private,Bachelors,40,Never-married,White,Not-in-family,Female,0,0,13,United-States,128487,<=50K
person 23723,32,Prof-specialty,State-gov,Prof-school,75,Married-civ-spouse,White,Husband,Male,0,0,15,United-States,111363,>50K
person 23724,49,Other-service,Private,7th-8th,35,Never-married,White,Other-relative,Male,0,0,4,United-States,240869,<=50K
person 23726,31,Adm-clerical,Private,HS-grad,45,Separated,White,Not-in-family,Male,0,0,9,United-States,416415,<=50K
person 23727,46,?,?,5th-6th,40,Married-civ-spouse,White,Husband,Male,0,0,3,Mexico,280030,<=50K
person 23728,46,Exec-managerial,Private,Some-college,40,Divorced,White,Not-in-family,Female,0,0,10,United-States,251243,<=50K
person 23731,37,Craft-repair,Private,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,160035,<=50K
person 23732,44,?,?,7th-8th,25,Married-civ-spouse,White,Husband,Male,0,0,4,United-States,190205,<=50K
person 23733,28,?,?,Some-college,40,Never-married,Black,Own-child,Female,0,0,10,United-States,161290,<=50K
person 23734,28,Protective-serv,Self-emp-not-inc,Bachelors,40,Never-married,White,Own-child,Male,0,0,13,United-States,112403,<=50K
person 23735,48,Adm-clerical,Private,HS-grad,40,Widowed,White,Unmarried,Female,0,0,9,United-States,238726,<=50K
person 23736,52,Machine-op-inspct,Private,11th,20,Divorced,Black,Not-in-family,Female,0,0,7,United-States,164530,<=50K
person 23737,19,Farming-fishing,Private,HS-grad,35,Never-married,White,Other-relative,Male,0,0,9,United-States,456572,<=50K
person 23738,31,Prof-specialty,Self-emp-not-inc,Bachelors,40,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,177675,>50K
person 23740,22,?,?,Some-college,2,Never-married,White,Own-child,Male,0,0,10,United-States,224238,<=50K
person 23741,46,Craft-repair,Private,Assoc-acdm,44,Married-civ-spouse,White,Husband,Male,0,0,12,United-States,155489,>50K
person 23743,58,Machine-op-inspct,Private,Some-college,40,Divorced,Other,Not-in-family,Male,0,0,10,Mexico,365511,<=50K
person 23744,36,Craft-repair,Private,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,187999,>50K
person 23745,26,Prof-specialty,Local-gov,Bachelors,35,Never-married,Black,Own-child,Female,0,0,13,United-States,190350,<=50K
person 23746,17,?,?,12th,40,Never-married,White,Own-child,Female,0,0,8,United-States,166759,<=50K
person 23747,49,Other-service,Private,10th,48,Divorced,White,Not-in-family,Male,0,0,6,United-States,168262,<=50K
person 23748,46,Adm-clerical,Private,Bachelors,45,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,165953,>50K
person 23749,26,Sales,Private,HS-grad,37,Separated,Black,Unmarried,Female,0,0,9,United-States,375980,<=50K
person 23750,40,Tech-support,Federal-gov,Masters,40,Never-married,White,Not-in-family,Female,0,0,14,United-States,406463,<=50K
person 23751,53,Prof-specialty,State-gov,Doctorate,40,Married-civ-spouse,White,Husband,Male,0,0,16,United-States,231472,>50K
person 23754,22,?,?,Some-college,12,Never-married,Asian-Pac-Islander,Not-in-family,Female,0,0,10,Thailand,182387,<=50K
person 23755,31,Handlers-cleaners,Private,HS-grad,55,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,169002,<=50K
person 23756,34,Prof-specialty,Private,HS-grad,40,Divorced,White,Unmarried,Male,0,0,9,Mexico,422836,<=50K
person 23757,27,Exec-managerial,State-gov,Masters,40,Never-married,White,Not-in-family,Male,0,0,14,Scotland,230922,<=50K
person 23758,40,Transport-moving,Private,Some-college,40,Divorced,Black,Not-in-family,Female,0,0,10,United-States,195892,<=50K
person 23759,68,Machine-op-inspct,Private,HS-grad,32,Widowed,White,Not-in-family,Female,0,0,9,United-States,163346,<=50K
person 23761,55,Tech-support,Private,HS-grad,20,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,86505,<=50K
person 23762,43,Exec-managerial,Private,Assoc-acdm,45,Married-civ-spouse,White,Husband,Male,0,0,12,United-States,178780,>50K
person 23763,23,Prof-specialty,State-gov,Bachelors,27,Never-married,White,Own-child,Female,0,0,13,United-States,173945,<=50K
person 23766,31,Craft-repair,Local-gov,HS-grad,70,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,121055,>50K
person 23767,71,?,?,7th-8th,45,Divorced,White,Unmarried,Male,0,0,4,United-States,52171,<=50K
person 23768,17,Other-service,Private,10th,8,Never-married,White,Own-child,Male,0,0,6,United-States,566049,<=50K
person 23769,37,Adm-clerical,Private,HS-grad,40,Married-civ-spouse,White,Wife,Female,0,0,9,United-States,67433,>50K
person 23771,17,Sales,Private,11th,15,Never-married,White,Own-child,Female,0,0,7,United-States,51939,<=50K
person 23772,34,Transport-moving,Private,Bachelors,40,Married-civ-spouse,Asian-Pac-Islander,Husband,Male,0,0,13,United-States,100669,>50K
person 23773,33,Transport-moving,Private,HS-grad,40,Married-civ-spouse,Asian-Pac-Islander,Husband,Male,0,0,9,?,112847,<=50K
person 23774,41,Exec-managerial,Local-gov,Masters,40,Married-civ-spouse,White,Husband,Male,0,0,14,United-States,32185,>50K
person 23775,59,Protective-serv,Private,10th,40,Married-spouse-absent,Asian-Pac-Islander,Not-in-family,Male,0,0,6,India,138370,<=50K
person 23776,46,Machine-op-inspct,Private,HS-grad,40,Married-civ-spouse,Black,Husband,Male,0,0,9,United-States,180505,<=50K
person 23777,45,Prof-specialty,Private,Masters,40,Divorced,White,Not-in-family,Male,0,0,14,United-States,168262,<=50K
person 23778,27,Machine-op-inspct,Private,HS-grad,40,Never-married,White,Not-in-family,Female,0,0,9,United-States,85126,<=50K
person 23779,31,Prof-specialty,Private,Bachelors,50,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,113838,<=50K
person 23780,28,Craft-repair,Private,HS-grad,50,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,197905,<=50K
person 23781,32,Exec-managerial,Private,Bachelors,40,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,316589,>50K
person 23782,36,Exec-managerial,Private,Assoc-acdm,50,Never-married,White,Unmarried,Male,0,0,12,United-States,336367,<=50K
person 23783,23,Craft-repair,Private,HS-grad,40,Never-married,White,Not-in-family,Male,0,0,9,United-States,209955,<=50K
person 23784,44,Transport-moving,Private,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,210013,>50K
person 23785,37,Transport-moving,Private,Some-college,40,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,224541,<=50K
person 23786,45,Machine-op-inspct,Private,11th,40,Married-spouse-absent,Asian-Pac-Islander,Unmarried,Female,0,0,7,South,88061,<=50K
person 23789,26,Transport-moving,Private,HS-grad,40,Never-married,Black,Own-child,Male,0,0,9,United-States,154093,<=50K
person 23790,51,Craft-repair,Private,Some-college,60,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,355954,>50K
person 23791,24,Adm-clerical,Private,Some-college,40,Never-married,White,Not-in-family,Female,0,0,10,United-States,379418,<=50K
person 23792,67,Transport-moving,Self-emp-not-inc,Bachelors,40,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,286372,<=50K
person 23793,32,Sales,Private,HS-grad,40,Married-civ-spouse,White,Wife,Female,0,0,9,United-States,387270,>50K
person 23794,21,Other-service,Private,Some-college,16,Never-married,White,Own-child,Female,0,0,10,United-States,270043,<=50K
person 23795,39,Other-service,Self-emp-not-inc,Some-college,15,Married-civ-spouse,White,Wife,Female,0,0,10,United-States,65738,>50K
person 23796,33,Craft-repair,Private,11th,40,Married-civ-spouse,White,Husband,Male,0,0,7,United-States,159888,<=50K
person 23797,48,Sales,Private,HS-grad,60,Divorced,White,Not-in-family,Male,0,0,9,United-States,278039,<=50K
person 23798,21,Prof-specialty,Private,Some-college,30,Never-married,White,Own-child,Female,0,0,10,United-States,265434,<=50K
person 23799,24,Craft-repair,Private,HS-grad,40,Never-married,Black,Not-in-family,Male,0,0,9,United-States,208882,<=50K
person 23802,48,Exec-managerial,Private,Bachelors,50,Married-spouse-absent,White,Not-in-family,Female,0,0,13,United-States,166809,>50K
person 23804,45,Protective-serv,Federal-gov,Bachelors,40,Never-married,Black,Not-in-family,Female,0,0,13,United-States,368947,<=50K
person 23805,31,Sales,Private,HS-grad,50,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,194901,>50K
person 23806,53,Exec-managerial,Private,Assoc-voc,45,Married-civ-spouse,White,Husband,Male,0,0,11,United-States,203173,<=50K
person 23807,25,Prof-specialty,Private,Bachelors,55,Never-married,Black,Own-child,Female,0,0,13,United-States,267431,<=50K
person 23808,32,Other-service,Private,Some-college,50,Married-civ-spouse,Black,Husband,Male,0,0,10,United-States,111836,<=50K
person 23809,34,Sales,Private,11th,25,Married-civ-spouse,White,Husband,Male,0,0,7,?,198613,<=50K
person 23812,25,Farming-fishing,Private,10th,40,Never-married,Amer-Indian-Eskimo,Unmarried,Male,0,0,6,United-States,130397,<=50K
person 23813,17,Sales,Private,11th,13,Never-married,White,Own-child,Female,0,0,7,United-States,184198,<=50K
person 23814,17,Craft-repair,Private,9th,40,Never-married,White,Own-child,Male,0,0,5,United-States,121287,<=50K
person 23815,82,Sales,Self-emp-inc,Some-college,20,Widowed,White,Not-in-family,Male,0,0,10,United-States,120408,<=50K
person 23817,26,Sales,Private,Some-college,35,Never-married,Black,Not-in-family,Male,0,0,10,United-States,388812,<=50K
person 23819,25,Transport-moving,Private,10th,40,Married-civ-spouse,White,Husband,Male,0,0,6,United-States,101684,<=50K
person 23821,39,Sales,Private,Bachelors,40,Divorced,Asian-Pac-Islander,Not-in-family,Male,0,0,13,China,123983,<=50K
person 23822,36,Craft-repair,Self-emp-not-inc,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,340001,<=50K
person 23823,37,Sales,Self-emp-not-inc,HS-grad,45,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,203828,<=50K
person 23824,23,Sales,Private,HS-grad,40,Never-married,White,Own-child,Male,0,0,9,United-States,183789,<=50K
person 23826,63,Prof-specialty,Self-emp-not-inc,Bachelors,20,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,174181,<=50K
person 23829,62,?,?,9th,40,Never-married,White,Unmarried,Female,0,0,5,Dominican-Republic,203126,<=50K
person 23830,17,Sales,Private,11th,9,Never-married,White,Own-child,Female,0,0,7,United-States,118792,<=50K
person 23834,45,Machine-op-inspct,Private,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,197731,<=50K
person 23836,19,?,?,10th,38,Never-married,White,Not-in-family,Female,0,0,6,United-States,182590,<=50K
person 23838,49,Exec-managerial,Local-gov,Some-college,48,Divorced,White,Unmarried,Male,0,0,10,United-States,219021,>50K
person 23839,37,Sales,Private,Assoc-voc,45,Divorced,White,Not-in-family,Male,0,0,11,United-States,137229,>50K
person 23840,31,Craft-repair,Self-emp-not-inc,HS-grad,45,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,281030,<=50K
person 23841,21,Handlers-cleaners,Private,Some-college,40,Never-married,White,Own-child,Male,0,0,10,United-States,234108,<=50K
person 23842,27,Tech-support,Private,Bachelors,15,Never-married,White,Not-in-family,Female,0,0,13,United-States,46868,<=50K
person 23843,20,?,?,HS-grad,40,Never-married,White,Other-relative,Male,0,0,9,El-Salvador,162667,<=50K
person 23844,51,Other-service,Private,HS-grad,40,Divorced,White,Not-in-family,Female,0,0,9,United-States,173291,<=50K
person 23846,48,Craft-repair,Private,Some-college,60,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,212954,>50K
person 23848,41,Craft-repair,Private,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,152958,>50K
person 23849,21,Prof-specialty,Private,Some-college,25,Never-married,White,Not-in-family,Female,0,0,10,United-States,145389,<=50K
person 23850,54,Sales,Self-emp-inc,Assoc-acdm,50,Married-civ-spouse,White,Husband,Male,0,0,12,United-States,119570,>50K
person 23851,40,Adm-clerical,Private,HS-grad,40,Married-civ-spouse,White,Wife,Female,0,0,9,United-States,272343,>50K
person 23853,50,Transport-moving,Private,HS-grad,50,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,145409,>50K
person 23854,42,Exec-managerial,Private,Some-college,45,Divorced,White,Unmarried,Female,0,0,10,United-States,208726,<=50K
person 23855,34,Craft-repair,Private,HS-grad,40,Never-married,White,Not-in-family,Male,0,0,9,United-States,203488,<=50K
person 23856,46,Adm-clerical,Private,Some-college,40,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,330416,<=50K
person 23858,38,Prof-specialty,Private,Assoc-acdm,40,Married-civ-spouse,White,Husband,Male,0,0,12,United-States,171150,>50K
person 23859,30,Craft-repair,Private,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,329425,<=50K
person 23860,22,Exec-managerial,Private,Bachelors,40,Never-married,White,Own-child,Female,0,0,13,United-States,185452,<=50K
person 23861,21,Adm-clerical,Private,HS-grad,40,Never-married,White,Own-child,Male,0,0,9,United-States,201179,<=50K
person 23862,40,Adm-clerical,Private,Preschool,40,Married-spouse-absent,White,Own-child,Male,0,0,1,United-States,182268,<=50K
person 23865,21,Other-service,Private,Assoc-voc,36,Never-married,White,Own-child,Female,0,0,11,United-States,121407,<=50K
person 23866,52,Craft-repair,Private,11th,40,Widowed,White,Not-in-family,Male,0,0,7,United-States,373367,<=50K
person 23867,60,Exec-managerial,Local-gov,Masters,50,Married-civ-spouse,White,Husband,Male,0,0,14,United-States,165982,>50K
person 23869,30,Machine-op-inspct,Private,HS-grad,45,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,156890,<=50K
person 23872,42,Prof-specialty,Private,Prof-school,60,Married-civ-spouse,White,Husband,Male,0,0,15,United-States,171841,<=50K
person 23873,62,Craft-repair,Private,Prof-school,45,Married-civ-spouse,White,Husband,Male,0,0,15,United-States,205643,>50K
person 23874,65,?,?,HS-grad,40,Separated,White,Not-in-family,Female,0,0,9,United-States,174904,<=50K
person 23875,45,Craft-repair,Private,Assoc-voc,40,Married-civ-spouse,White,Husband,Male,0,0,11,Canada,102559,>50K
person 23876,47,Exec-managerial,Private,Bachelors,38,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,60267,>50K
person 23878,24,Other-service,Private,Some-college,35,Never-married,White,Not-in-family,Male,0,0,10,United-States,215712,<=50K
person 23879,44,Other-service,Private,HS-grad,39,Separated,White,Unmarried,Female,0,0,9,United-States,171722,<=50K
person 23880,25,Exec-managerial,Private,HS-grad,25,Never-married,White,Own-child,Male,0,0,9,United-States,193051,<=50K
person 23881,21,Exec-managerial,Private,Some-college,40,Never-married,White,Not-in-family,Male,0,0,10,United-States,305446,<=50K
person 23882,29,Prof-specialty,Private,Assoc-voc,43,Married-civ-spouse,White,Husband,Male,0,0,11,United-States,146949,<=50K
person 23883,21,Other-service,Private,Some-college,40,Never-married,White,Not-in-family,Male,0,0,10,United-States,322144,<=50K
person 23886,55,Transport-moving,Self-emp-not-inc,Some-college,99,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,95149,<=50K
person 23888,63,Farming-fishing,Self-emp-not-inc,HS-grad,35,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,27653,<=50K
person 23889,21,Sales,Private,Some-college,24,Never-married,White,Own-child,Male,0,0,10,United-States,410439,<=50K
person 23890,28,Sales,Private,Assoc-voc,55,Never-married,White,Unmarried,Female,0,0,11,?,37821,<=50K
person 23892,21,Other-service,Private,HS-grad,40,Never-married,White,Own-child,Female,0,0,9,United-States,141453,<=50K
person 23893,34,Prof-specialty,Private,Masters,40,Married-civ-spouse,Asian-Pac-Islander,Wife,Female,0,0,14,China,88215,>50K
person 23894,53,Other-service,Private,12th,35,Never-married,Other,Not-in-family,Female,0,0,8,United-States,48641,<=50K
person 23895,45,Machine-op-inspct,Private,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,185385,<=50K
person 23896,47,Priv-house-serv,Private,HS-grad,4,Divorced,White,Not-in-family,Female,0,0,9,United-States,341471,<=50K
person 23897,41,Exec-managerial,Private,11th,36,Divorced,White,Unmarried,Female,0,0,7,United-States,163322,<=50K
person 23898,43,Exec-managerial,Self-emp-inc,Masters,50,Married-civ-spouse,White,Husband,Male,0,0,14,United-States,602513,>50K
person 23899,53,Other-service,Local-gov,1st-4th,32,Married-civ-spouse,White,Husband,Male,0,0,2,Mexico,287192,<=50K
person 23900,34,Exec-managerial,Private,Some-college,45,Never-married,White,Not-in-family,Male,0,0,10,United-States,215047,<=50K
person 23901,59,Exec-managerial,Private,Assoc-acdm,40,Widowed,White,Not-in-family,Female,0,0,12,United-States,308118,>50K
person 23902,53,Exec-managerial,Private,Bachelors,50,Divorced,Asian-Pac-Islander,Unmarried,Male,0,0,13,United-States,137192,<=50K
person 23903,33,Handlers-cleaners,Private,7th-8th,35,Separated,Black,Not-in-family,Male,0,0,4,Haiti,275369,<=50K
person 23905,48,Sales,Self-emp-inc,Masters,40,Married-civ-spouse,White,Husband,Male,0,0,14,United-States,103713,>50K
person 23906,42,Adm-clerical,Private,Some-college,40,Divorced,White,Unmarried,Female,0,0,10,United-States,253770,<=50K
person 23907,46,Transport-moving,Self-emp-not-inc,HS-grad,50,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,31267,<=50K
person 23909,23,Handlers-cleaners,Private,Some-college,35,Never-married,Amer-Indian-Eskimo,Unmarried,Female,0,0,10,United-States,178207,<=50K
person 23910,21,Transport-moving,Private,HS-grad,60,Never-married,White,Not-in-family,Male,0,0,9,United-States,317175,<=50K
person 23911,53,Craft-repair,Federal-gov,HS-grad,40,Divorced,Black,Not-in-family,Male,0,0,9,United-States,221791,<=50K
person 23913,58,Other-service,State-gov,HS-grad,40,Divorced,Black,Own-child,Male,0,0,9,United-States,280519,<=50K
person 23914,36,Craft-repair,Private,HS-grad,50,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,207568,<=50K
person 23915,45,Adm-clerical,Local-gov,Some-college,38,Divorced,Black,Unmarried,Female,0,0,10,United-States,192684,<=50K
person 23916,39,Craft-repair,Private,Bachelors,30,Married-civ-spouse,White,Wife,Female,0,0,13,United-States,103260,>50K
person 23917,48,Exec-managerial,Self-emp-inc,Doctorate,40,Married-civ-spouse,White,Wife,Female,0,0,16,United-States,382242,>50K
person 23920,23,Sales,Private,Some-college,40,Separated,White,Unmarried,Female,0,0,10,United-States,33884,<=50K
person 23921,41,Craft-repair,Private,Some-college,60,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,29762,<=50K
person 23922,47,Adm-clerical,Federal-gov,HS-grad,70,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,168109,<=50K
person 23923,51,Exec-managerial,Private,Bachelors,55,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,207449,<=50K
person 23925,51,Tech-support,Private,Bachelors,40,Divorced,White,Unmarried,Female,0,0,13,United-States,194259,<=50K
person 23926,20,Other-service,Local-gov,Some-college,40,Never-married,White,Not-in-family,Male,0,0,10,United-States,194630,<=50K
person 23927,29,Transport-moving,Local-gov,HS-grad,37,Never-married,White,Own-child,Female,0,0,9,United-States,179681,<=50K
person 23928,42,Protective-serv,State-gov,Some-college,48,Married-civ-spouse,Black,Husband,Male,0,0,10,United-States,136996,<=50K
person 23930,34,Adm-clerical,Private,Assoc-voc,45,Married-civ-spouse,Black,Husband,Male,0,0,11,United-States,261799,>50K
person 23932,38,Craft-repair,Private,Some-college,40,Married-civ-spouse,White,Husband,Male,0,0,10,Italy,185556,<=50K
person 23933,38,Prof-specialty,Private,Prof-school,50,Never-married,White,Not-in-family,Female,0,0,15,United-States,111499,>50K
person 23936,38,Exec-managerial,Private,Masters,40,Married-civ-spouse,Black,Husband,Male,0,0,14,?,103408,<=50K
person 23937,26,Sales,Private,Bachelors,40,Never-married,White,Not-in-family,Female,0,0,13,United-States,270151,<=50K
person 23938,23,Prof-specialty,State-gov,Some-college,10,Never-married,White,Own-child,Male,0,0,10,United-States,96748,<=50K
person 23939,20,Handlers-cleaners,Private,5th-6th,40,Never-married,White,Other-relative,Male,0,0,3,Guatemala,164775,<=50K
person 23940,49,Adm-clerical,Private,Bachelors,40,Married-spouse-absent,Amer-Indian-Eskimo,Not-in-family,Male,0,0,13,Philippines,190319,<=50K
person 23941,23,Adm-clerical,Private,HS-grad,40,Never-married,Black,Own-child,Female,0,0,9,United-States,213115,<=50K
person 23942,47,Exec-managerial,Private,Bachelors,45,Married-civ-spouse,White,Husband,Male,0,0,13,Canada,156926,>50K
person 23943,43,Protective-serv,Private,Some-college,40,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,112967,<=50K
person 23944,56,Other-service,Private,Some-college,30,Divorced,White,Not-in-family,Male,0,0,10,United-States,35373,<=50K
person 23945,60,Farming-fishing,Self-emp-not-inc,11th,35,Married-civ-spouse,White,Husband,Male,0,0,7,United-States,220342,<=50K
person 23947,25,Exec-managerial,Private,Bachelors,38,Never-married,Black,Not-in-family,Female,0,0,13,United-States,404951,<=50K
person 23949,47,Tech-support,Private,HS-grad,36,Divorced,White,Not-in-family,Female,0,0,9,United-States,251508,<=50K
person 23950,50,Sales,Self-emp-not-inc,Prof-school,50,Divorced,White,Not-in-family,Male,0,0,15,United-States,197054,>50K
person 23951,64,Farming-fishing,Self-emp-not-inc,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,36960,>50K
person 23952,35,Craft-repair,Private,Some-college,40,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,165930,<=50K
person 23954,42,Prof-specialty,Private,Bachelors,44,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,214503,>50K
person 23955,51,Prof-specialty,Private,Bachelors,40,Separated,White,Not-in-family,Male,0,0,13,United-States,110458,<=50K
person 23956,21,Other-service,Private,HS-grad,40,Never-married,White,Not-in-family,Male,0,0,9,United-States,202125,<=50K
person 23957,53,Exec-managerial,Self-emp-not-inc,Masters,50,Divorced,White,Not-in-family,Male,0,0,14,United-States,284329,>50K
person 23958,29,Adm-clerical,Private,Assoc-voc,40,Divorced,White,Not-in-family,Female,0,0,11,United-States,192924,<=50K
person 23959,37,Prof-specialty,Private,Masters,50,Married-civ-spouse,White,Husband,Male,0,0,14,United-States,340614,>50K
person 23961,18,Exec-managerial,Private,Some-college,50,Never-married,White,Not-in-family,Male,0,0,10,United-States,266489,<=50K
person 23962,47,?,?,Assoc-voc,40,Married-civ-spouse,White,Husband,Male,0,0,11,United-States,99127,>50K
person 23963,23,Craft-repair,Self-emp-inc,Assoc-voc,50,Never-married,White,Not-in-family,Male,0,0,11,United-States,215395,<=50K
person 23964,36,Sales,Self-emp-inc,Bachelors,60,Divorced,White,Not-in-family,Male,0,0,13,United-States,183898,<=50K
person 23965,48,Adm-clerical,Private,HS-grad,40,Divorced,White,Other-relative,Female,0,0,9,United-States,97176,<=50K
person 23966,40,Machine-op-inspct,Private,Some-college,43,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,145160,<=50K
person 23967,51,Prof-specialty,Private,Bachelors,16,Divorced,White,Not-in-family,Female,0,0,13,United-States,357949,<=50K
person 23968,59,Other-service,Private,9th,40,Married-civ-spouse,White,Husband,Male,0,0,5,United-States,177120,<=50K
person 23969,32,Sales,Private,Some-college,40,Married-civ-spouse,Asian-Pac-Islander,Other-relative,Female,0,0,10,Greece,288229,<=50K
person 23970,39,Other-service,Private,Some-college,40,Divorced,White,Not-in-family,Male,0,0,10,United-States,509060,<=50K
person 23971,32,Handlers-cleaners,Private,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,47932,<=50K
person 23972,38,Adm-clerical,Private,HS-grad,40,Married-civ-spouse,White,Wife,Female,0,0,9,United-States,103925,>50K
person 23974,51,Tech-support,Private,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,138852,<=50K
person 23976,22,Sales,Private,Some-college,30,Never-married,White,Not-in-family,Female,0,0,10,United-States,34616,<=50K
person 23977,19,Farming-fishing,Private,HS-grad,40,Never-married,White,Own-child,Female,0,0,9,United-States,220819,<=50K
person 23978,31,Tech-support,Federal-gov,Assoc-acdm,45,Married-civ-spouse,White,Husband,Male,0,0,12,United-States,281540,<=50K
person 23979,53,Craft-repair,Private,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,47396,<=50K
person 23980,28,Exec-managerial,Private,Bachelors,45,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,141350,<=50K
person 23981,19,Protective-serv,Private,HS-grad,32,Never-married,White,Not-in-family,Male,0,0,9,United-States,331433,<=50K
person 23982,40,Adm-clerical,Federal-gov,Some-college,40,Married-civ-spouse,Black,Husband,Male,0,0,10,United-States,346532,>50K
person 23983,21,Adm-clerical,Private,Some-college,10,Never-married,White,Own-child,Male,0,0,10,United-States,241367,<=50K
person 23984,39,Exec-managerial,Private,Bachelors,60,Married-civ-spouse,White,Husband,Male,0,0,13,Italy,216256,>50K
person 23985,36,Prof-specialty,Private,HS-grad,40,Married-civ-spouse,Asian-Pac-Islander,Husband,Male,0,0,9,Cambodia,116138,<=50K
person 23987,50,Prof-specialty,Private,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,81548,<=50K
person 23988,18,Sales,Private,11th,15,Never-married,White,Own-child,Male,0,0,7,United-States,167979,<=50K
person 23989,19,Machine-op-inspct,Private,HS-grad,43,Never-married,White,Own-child,Male,0,0,9,United-States,67759,<=50K
