person,age,workclass,fnlwgt,education,education num,marital status,occupation,relationship,race,sex,capital gain,capital loss,hours per week,native country,income
person 26727,37,Private,226947,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
person 26728,27,Private,493689,Bachelors,13,Never-married,Tech-support,Not-in-family,Black,Female,0,0,40,France,<=50K
person 26729,54,Private,299324,5th-6th,3,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Male,0,0,40,Mexico,<=50K
person 26730,29,Private,174419,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,30,United-States,<=50K
person 26731,29,Private,209472,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,38,United-States,<=50K
person 26732,37,Private,295127,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,47,United-States,<=50K
person 26733,55,Self-emp-inc,182273,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
person 26734,67,Private,228200,HS-grad,9,Married-civ-spouse,Priv-house-serv,Wife,Black,Female,0,0,20,United-States,<=50K
person 26735,51,Private,263836,HS-grad,9,Widowed,Handlers-cleaners,Not-in-family,White,Male,0,0,30,United-States,<=50K
person 26736,35,Private,178948,Masters,14,Never-married,Prof-specialty,Unmarried,White,Female,0,0,32,United-States,<=50K
person 26737,41,Private,43945,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,?,<=50K
person 26738,64,Self-emp-not-inc,253296,HS-grad,9,Widowed,Other-service,Other-relative,White,Female,0,0,40,United-States,<=50K
person 26739,23,Private,240137,5th-6th,3,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,55,Mexico,<=50K
person 26740,49,Private,24712,Bachelors,13,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,35,Philippines,<=50K
person 26741,38,Self-emp-not-inc,342635,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,70,United-States,<=50K
person 26742,62,Private,115387,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,Black,Female,0,0,40,United-States,<=50K
person 26743,62,Self-emp-not-inc,182998,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,10,United-States,<=50K
person 26744,70,?,133248,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,14,United-States,<=50K
person 26745,45,Self-emp-not-inc,246891,Masters,14,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
person 26746,20,Private,30035,Assoc-acdm,12,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
person 26747,38,Private,175232,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,<=50K
person 26748,50,Self-emp-inc,140516,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
person 26749,40,Private,64980,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,55,United-States,>50K
person 26750,30,Private,155781,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,United-States,<=50K
person 26751,52,Federal-gov,192065,Some-college,10,Separated,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
person 26752,28,Self-emp-not-inc,227890,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,50,United-States,>50K
person 26753,62,Self-emp-not-inc,162249,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,30,United-States,<=50K
person 26754,31,Private,165949,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
person 26755,40,Private,445382,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
person 26756,53,Private,163678,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
person 26757,42,Private,89413,12th,8,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
person 26758,26,Private,289700,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,25,United-States,<=50K
person 26759,51,Private,163826,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
person 26760,49,Private,185385,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
person 26761,43,Private,169031,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
person 26762,42,Private,54611,Some-college,10,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
person 26763,31,Private,130620,11th,7,Married-spouse-absent,Sales,Own-child,Asian-Pac-Islander,Female,0,0,40,India,<=50K
person 26764,26,Private,328663,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Other,Male,0,0,40,United-States,<=50K
person 26765,50,Private,169646,Bachelors,13,Separated,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
person 26766,35,Private,186815,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
person 26767,37,Private,103925,Some-college,10,Never-married,Tech-support,Other-relative,White,Female,0,0,40,United-States,<=50K
person 26768,20,Private,82777,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,16,United-States,<=50K
person 26769,31,Local-gov,178449,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
person 26770,28,Private,51672,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,<=50K
person 26771,46,Private,380162,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Black,Male,0,0,40,United-States,>50K
person 26772,21,Private,212114,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,8,United-States,<=50K
person 26773,30,Private,162572,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,70,United-States,>50K
person 26774,66,Self-emp-inc,179951,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,<=50K
person 26775,37,Self-emp-inc,190759,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
person 26776,74,State-gov,236012,7th-8th,4,Widowed,Handlers-cleaners,Not-in-family,White,Female,0,0,20,United-States,<=50K
person 26777,46,State-gov,164023,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,70,United-States,>50K
person 26778,47,Self-emp-inc,362835,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
person 26779,49,Private,97883,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
person 26780,53,Private,91911,HS-grad,9,Divorced,Craft-repair,Unmarried,Black,Female,0,0,48,United-States,<=50K
person 26781,24,Private,278130,Assoc-voc,11,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
person 26782,54,Private,146310,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
person 26783,32,Private,379412,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
person 26784,45,Private,37987,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
person 26785,37,State-gov,482927,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,65,United-States,<=50K
person 26786,48,State-gov,44434,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,61,United-States,>50K
person 26787,25,Private,255474,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
person 26788,44,?,195488,12th,8,Separated,?,Not-in-family,White,Female,0,0,36,Puerto-Rico,<=50K
person 26789,58,?,114362,Some-college,10,Married-civ-spouse,?,Husband,Black,Male,0,0,30,United-States,<=50K
person 26790,27,Private,341504,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
person 26791,69,Private,197080,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Male,0,0,8,United-States,<=50K
person 26792,38,Private,102945,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,52,United-States,>50K
person 26793,47,Private,503454,12th,8,Never-married,Adm-clerical,Other-relative,Black,Female,0,0,40,United-States,<=50K
person 26794,30,Self-emp-not-inc,87561,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,60,United-States,<=50K
person 26795,27,Private,252813,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K
person 26796,19,Private,574271,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,35,United-States,<=50K
person 26797,24,Private,235071,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
person 26798,32,Private,158242,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
person 26799,38,Private,299810,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,<=50K
person 26800,19,Private,277695,Preschool,1,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,36,Hong,<=50K
person 26801,28,Private,23324,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
person 26802,39,Local-gov,316582,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,55,United-States,<=50K
person 26803,38,Self-emp-not-inc,176657,Some-college,10,Separated,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,60,Japan,<=50K
person 26804,42,Private,93770,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,>50K
person 26805,31,Private,124569,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
person 26806,46,Private,117313,9th,5,Separated,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Ireland,<=50K
person 26807,53,Private,53812,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,54,United-States,<=50K
person 26808,21,Private,170456,Assoc-acdm,12,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,15,United-States,<=50K
person 26809,48,Self-emp-not-inc,115971,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
person 26810,30,Private,112383,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
person 26811,24,Private,283092,HS-grad,9,Never-married,Adm-clerical,Other-relative,Black,Male,0,0,40,Jamaica,<=50K
person 26812,32,Private,27207,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
person 26813,30,Private,46712,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
person 26814,57,State-gov,19520,Doctorate,16,Divorced,Prof-specialty,Unmarried,White,Female,0,0,50,United-States,<=50K
person 26815,56,Private,98630,7th-8th,4,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
person 26816,27,Private,159897,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,37,United-States,<=50K
person 26817,38,Private,136629,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Iran,<=50K
person 26818,19,Private,407759,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
person 26819,61,Self-emp-not-inc,221884,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,>50K
person 26820,49,Private,148475,Assoc-voc,11,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
person 26821,28,Private,274964,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,38,United-States,<=50K
person 26822,50,Self-emp-inc,160107,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K
person 26823,43,Private,167265,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,84,United-States,>50K
person 26824,34,Private,148226,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,48,United-States,<=50K
person 26825,28,Private,153869,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
person 26826,31,Private,208881,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
person 26827,55,Private,256953,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,Black,Female,0,0,44,United-States,<=50K
person 26828,26,Private,100147,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,45,United-States,>50K
person 26829,51,Local-gov,166461,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,40,United-States,>50K
person 26830,35,Private,171327,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
person 26831,42,Private,297335,Assoc-acdm,12,Married-spouse-absent,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,31,Laos,<=50K
person 26832,63,?,133166,Doctorate,16,Married-civ-spouse,?,Husband,White,Male,0,0,12,United-States,<=50K
person 26833,31,Private,169589,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,30,United-States,<=50K
person 26834,22,Local-gov,273734,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,20,United-States,<=50K
person 26835,67,Private,158301,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,60,United-States,<=50K
person 26836,50,?,257117,9th,5,Married-civ-spouse,?,Husband,White,Male,0,0,50,United-States,<=50K
person 26837,63,Private,196725,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,24,United-States,<=50K
person 26838,31,Private,137444,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
person 26839,17,Private,286960,11th,7,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
person 26840,41,Local-gov,201435,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K
person 26841,53,Local-gov,216931,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,38,United-States,<=50K
person 26842,44,Local-gov,212665,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,99,United-States,<=50K
person 26843,24,Private,462820,Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
person 26844,35,Private,198841,Assoc-voc,11,Divorced,Tech-support,Own-child,White,Male,0,0,35,United-States,<=50K
person 26845,61,Private,219886,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States,>50K
person 26846,31,Private,163003,Assoc-acdm,12,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
person 26847,56,Private,213105,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,36,United-States,>50K
person 26848,66,Private,302072,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
person 26849,45,Private,338105,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Vietnam,<=50K
person 26850,64,Private,125684,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
person 26851,38,Private,215419,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,36,United-States,>50K
person 26852,43,Local-gov,413760,Some-college,10,Separated,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K
person 26853,37,Private,205339,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,49,United-States,<=50K
person 26854,19,Private,236570,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,16,United-States,<=50K
person 26855,59,Self-emp-not-inc,247552,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
person 26856,50,Federal-gov,184007,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
person 26857,33,Private,341187,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
person 26858,56,Private,220187,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,>50K
person 26859,28,Private,198258,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
person 26860,27,Private,175821,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,34,United-States,<=50K
person 26861,42,Private,92288,Masters,14,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,40,?,<=50K
person 26862,34,Private,261418,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
person 26863,19,Private,203319,11th,7,Never-married,Sales,Own-child,White,Male,0,0,30,United-States,<=50K
person 26864,68,Self-emp-not-inc,166083,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
person 26865,28,Private,109001,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,>50K
person 26866,81,?,106765,Some-college,10,Widowed,?,Unmarried,White,Female,0,0,4,United-States,<=50K
person 26867,22,Self-emp-not-inc,197387,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
person 26868,58,Private,284834,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
person 26869,31,Private,87535,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,25,United-States,<=50K
person 26870,17,Local-gov,175587,11th,7,Never-married,Protective-serv,Own-child,White,Male,0,0,30,United-States,<=50K
person 26871,23,Private,161478,Some-college,10,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,0,0,23,United-States,<=50K
person 26872,25,Private,51498,12th,8,Never-married,Other-service,Other-relative,White,Male,0,0,40,United-States,<=50K
person 26873,47,Private,220124,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
person 26874,39,Private,188503,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,60,United-States,>50K
person 26875,44,Private,113324,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
person 26876,46,Private,208872,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
person 26877,38,Self-emp-not-inc,34180,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,United-States,<=50K
person 26878,23,Private,292023,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,30,United-States,<=50K
person 26879,34,Private,141118,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,<=50K
person 26880,33,Private,348592,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,>50K
person 26881,38,Private,185203,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,20,United-States,<=50K
person 26882,52,Self-emp-not-inc,165278,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
person 26883,50,Private,116933,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,33,United-States,<=50K
person 26884,35,Private,84787,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
person 26885,44,Private,206878,HS-grad,9,Never-married,Sales,Other-relative,White,Female,0,0,15,United-States,<=50K
person 26886,38,Self-emp-not-inc,127772,HS-grad,9,Divorced,Farming-fishing,Own-child,White,Male,0,0,50,United-States,<=50K
person 26887,29,Private,208577,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
person 26888,33,Private,40681,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
person 26889,29,?,95108,HS-grad,9,Never-married,?,Not-in-family,White,Male,0,0,40,United-States,<=50K
person 26890,18,Private,280603,11th,7,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,<=50K
person 26891,43,Private,188436,Prof-school,15,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
person 26892,42,Private,134220,Assoc-voc,11,Divorced,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
person 26893,42,Private,177989,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
person 26894,32,Private,164190,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,30,United-States,<=50K
person 26895,36,Private,90897,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
person 26896,41,State-gov,33126,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K
person 26897,30,Private,270886,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
person 26898,21,Private,216129,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,<=50K
person 26899,33,Private,189368,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,>50K
person 26900,19,?,141418,Some-college,10,Never-married,?,Own-child,White,Male,0,0,15,United-States,<=50K
person 26901,19,Private,306225,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,<=50K
person 26902,35,Private,330664,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
person 26903,43,Private,191765,HS-grad,9,Divorced,Tech-support,Unmarried,Black,Female,0,0,35,United-States,<=50K
person 26904,45,Private,289353,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,24,United-States,<=50K
person 26905,25,Private,53147,Bachelors,13,Never-married,Exec-managerial,Own-child,Black,Male,0,0,50,United-States,<=50K
person 26906,39,Self-emp-not-inc,122353,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
person 26907,26,Private,188767,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
person 26908,60,Private,239576,Masters,14,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,10,United-States,<=50K
person 26909,52,Local-gov,155141,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
person 26910,22,Private,64520,12th,8,Never-married,Transport-moving,Unmarried,White,Male,0,0,30,United-States,<=50K
person 26911,23,Private,478994,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
person 26912,46,Private,155654,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
person 26913,34,Self-emp-not-inc,124052,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,<=50K
person 26914,39,Private,245053,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
person 26915,38,Private,183585,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
person 26916,56,Self-emp-not-inc,323639,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,25,United-States,<=50K
person 26917,55,Federal-gov,186791,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
person 26918,23,Private,186666,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
person 26919,39,Private,200153,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
person 26920,24,Private,180931,Bachelors,13,Married-civ-spouse,Sales,Husband,Black,Male,0,0,30,United-States,<=50K
person 26921,51,Self-emp-not-inc,183173,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
person 26922,47,Self-emp-inc,120131,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Cuba,>50K
person 26923,25,Self-emp-not-inc,263300,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,United-States,<=50K
person 26924,34,Private,226443,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K
person 26925,19,Private,208506,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,28,United-States,<=50K
person 26926,32,Private,46746,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
person 26927,49,Private,246183,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
person 26928,40,?,165309,7th-8th,4,Separated,?,Not-in-family,White,Female,0,0,8,United-States,<=50K
person 26929,43,Private,122749,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,<=50K
person 26930,59,Private,167963,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,<=50K
person 26931,32,Private,273241,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
person 26932,25,Private,120238,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
person 26933,32,Private,167990,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Ireland,<=50K
person 26934,17,Private,225507,11th,7,Never-married,Handlers-cleaners,Not-in-family,Black,Female,0,0,15,United-States,<=50K
person 26935,57,Self-emp-inc,125000,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,>50K
person 26936,17,Self-emp-not-inc,174120,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,15,United-States,<=50K
person 26937,27,Private,230959,Bachelors,13,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
person 26938,41,Local-gov,132125,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
person 26939,62,?,68461,Doctorate,16,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,>50K
person 26940,19,Private,227178,11th,7,Never-married,Sales,Not-in-family,White,Female,0,0,25,United-States,<=50K
person 26941,41,Private,165798,5th-6th,3,Divorced,Other-service,Unmarried,White,Female,0,0,40,Puerto-Rico,<=50K
person 26942,39,Private,129573,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,>50K
person 26943,30,Private,224377,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
person 26944,37,Private,179481,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
person 26945,18,Private,434268,11th,7,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,<=50K
person 26946,40,Self-emp-not-inc,173716,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
person 26947,24,Private,114230,HS-grad,9,Never-married,Sales,Other-relative,White,Male,0,0,40,United-States,<=50K
person 26948,33,Private,188661,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
person 26949,48,Private,216093,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
person 26950,51,Private,124963,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
person 26951,48,Private,85341,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
