product,date,country,store,num sold
Sticker,4/17/2018,Sweden,KaggleMart,112
Mug,4/17/2018,Sweden,KaggleRama,379
Hat,4/17/2018,Sweden,KaggleRama,829
Mug,4/18/2018,Finland,KaggleMart,197
Hat,4/18/2018,Finland,KaggleMart,427
Sticker,4/18/2018,Finland,KaggleMart,95
Mug,4/18/2018,Finland,KaggleRama,334
Hat,4/18/2018,Finland,KaggleRama,806
Sticker,4/18/2018,Finland,KaggleRama,182
Mug,4/18/2018,Norway,KaggleMart,347
Hat,4/18/2018,Norway,KaggleMart,728
Sticker,4/18/2018,Norway,KaggleMart,165
Mug,4/18/2018,Norway,KaggleRama,583
Hat,4/18/2018,Norway,KaggleRama,1230
Sticker,4/18/2018,Norway,KaggleRama,285
Mug,4/18/2018,Sweden,KaggleMart,222
Sticker,4/18/2018,Sweden,KaggleMart,113
Hat,4/18/2018,Sweden,KaggleRama,811
Hat,4/19/2018,Finland,KaggleMart,406
Mug,4/19/2018,Finland,KaggleRama,318
Sticker,4/19/2018,Finland,KaggleRama,186
Hat,4/19/2018,Norway,KaggleMart,729
Sticker,4/19/2018,Norway,KaggleMart,168
Mug,4/19/2018,Norway,KaggleRama,560
Hat,4/19/2018,Norway,KaggleRama,1295
Sticker,4/19/2018,Norway,KaggleRama,326
Mug,4/19/2018,Sweden,KaggleMart,213
Hat,4/19/2018,Sweden,KaggleMart,469
Sticker,4/19/2018,Sweden,KaggleMart,112
Mug,4/19/2018,Sweden,KaggleRama,375
Hat,4/19/2018,Sweden,KaggleRama,820
Sticker,4/19/2018,Sweden,KaggleRama,206
Hat,4/20/2018,Finland,KaggleMart,437
Sticker,4/20/2018,Finland,KaggleMart,102
Mug,4/20/2018,Finland,KaggleRama,364
Sticker,4/20/2018,Finland,KaggleRama,174
Hat,4/20/2018,Norway,KaggleMart,786
Mug,4/20/2018,Norway,KaggleRama,566
Hat,4/20/2018,Norway,KaggleRama,1386
Mug,4/20/2018,Sweden,KaggleMart,212
Hat,4/20/2018,Sweden,KaggleMart,511
Sticker,4/20/2018,Sweden,KaggleMart,121
Mug,4/20/2018,Sweden,KaggleRama,363
Hat,4/20/2018,Sweden,KaggleRama,898
Sticker,4/20/2018,Sweden,KaggleRama,200
Mug,4/21/2018,Finland,KaggleMart,229
Mug,4/21/2018,Finland,KaggleRama,426
Hat,4/21/2018,Finland,KaggleRama,984
Sticker,4/21/2018,Finland,KaggleRama,222
Mug,4/21/2018,Norway,KaggleMart,451
Hat,4/21/2018,Norway,KaggleMart,902
Sticker,4/21/2018,Norway,KaggleMart,216
Hat,4/21/2018,Norway,KaggleRama,1488
Sticker,4/21/2018,Norway,KaggleRama,361
Mug,4/21/2018,Sweden,KaggleMart,235
Hat,4/21/2018,Sweden,KaggleMart,574
Mug,4/21/2018,Sweden,KaggleRama,459
Hat,4/21/2018,Sweden,KaggleRama,882
Sticker,4/21/2018,Sweden,KaggleRama,230
Mug,4/22/2018,Finland,KaggleMart,243
Hat,4/22/2018,Finland,KaggleMart,555
Mug,4/22/2018,Finland,KaggleRama,396
Sticker,4/22/2018,Finland,KaggleRama,214
Sticker,4/22/2018,Norway,KaggleMart,210
Mug,4/22/2018,Norway,KaggleRama,631
Hat,4/22/2018,Norway,KaggleRama,1474
Sticker,4/22/2018,Norway,KaggleRama,405
Hat,4/22/2018,Sweden,KaggleMart,527
Sticker,4/22/2018,Sweden,KaggleMart,127
Hat,4/22/2018,Sweden,KaggleRama,1077
Sticker,4/22/2018,Sweden,KaggleRama,237
Mug,4/23/2018,Finland,KaggleMart,190
Mug,4/23/2018,Finland,KaggleRama,354
Hat,4/23/2018,Finland,KaggleRama,760
Sticker,4/23/2018,Finland,KaggleRama,184
Mug,4/23/2018,Norway,KaggleMart,330
Hat,4/23/2018,Norway,KaggleMart,766
Sticker,4/23/2018,Norway,KaggleMart,174
Hat,4/23/2018,Norway,KaggleRama,1255
Sticker,4/23/2018,Norway,KaggleRama,281
Mug,4/23/2018,Sweden,KaggleMart,202
Hat,4/23/2018,Sweden,KaggleMart,480
Sticker,4/23/2018,Sweden,KaggleMart,113
Mug,4/23/2018,Sweden,KaggleRama,343
Mug,4/24/2018,Finland,KaggleMart,204
Hat,4/24/2018,Finland,KaggleMart,436
Sticker,4/24/2018,Finland,KaggleMart,102
Mug,4/24/2018,Finland,KaggleRama,318
Sticker,4/24/2018,Finland,KaggleRama,172
Mug,4/24/2018,Norway,KaggleMart,327
Hat,4/24/2018,Norway,KaggleMart,704
Sticker,4/24/2018,Norway,KaggleMart,182
Hat,4/24/2018,Norway,KaggleRama,1294
Sticker,4/24/2018,Norway,KaggleRama,285
Mug,4/24/2018,Sweden,KaggleMart,216
Hat,4/24/2018,Sweden,KaggleMart,451
Mug,4/24/2018,Sweden,KaggleRama,347
Hat,4/24/2018,Sweden,KaggleRama,773
Sticker,4/24/2018,Sweden,KaggleRama,202
Mug,4/25/2018,Finland,KaggleMart,186
Hat,4/25/2018,Finland,KaggleMart,406
Sticker,4/25/2018,Finland,KaggleMart,103
Mug,4/25/2018,Finland,KaggleRama,337
Hat,4/25/2018,Finland,KaggleRama,758
Sticker,4/25/2018,Finland,KaggleRama,176
Sticker,4/25/2018,Norway,KaggleMart,175
Mug,4/25/2018,Norway,KaggleRama,536
Hat,4/25/2018,Norway,KaggleRama,1277
Sticker,4/25/2018,Norway,KaggleRama,286
Hat,4/25/2018,Sweden,KaggleMart,481
Sticker,4/25/2018,Sweden,KaggleMart,101
Mug,4/25/2018,Sweden,KaggleRama,390
Hat,4/25/2018,Sweden,KaggleRama,811
Sticker,4/25/2018,Sweden,KaggleRama,186
Mug,4/26/2018,Finland,KaggleMart,167
Hat,4/26/2018,Finland,KaggleMart,459
Mug,4/26/2018,Finland,KaggleRama,326
Hat,4/26/2018,Finland,KaggleRama,752
Sticker,4/26/2018,Finland,KaggleRama,164
Mug,4/26/2018,Norway,KaggleMart,308
Hat,4/26/2018,Norway,KaggleMart,649
Sticker,4/26/2018,Norway,KaggleMart,156
Mug,4/26/2018,Norway,KaggleRama,542
Hat,4/26/2018,Norway,KaggleRama,1187
Sticker,4/26/2018,Norway,KaggleRama,303
Hat,4/26/2018,Sweden,KaggleMart,503
Mug,4/26/2018,Sweden,KaggleRama,323
Sticker,4/26/2018,Sweden,KaggleRama,189
Hat,4/27/2018,Finland,KaggleMart,409
Sticker,4/27/2018,Finland,KaggleMart,103
Mug,4/27/2018,Finland,KaggleRama,328
Sticker,4/27/2018,Finland,KaggleRama,180
Mug,4/27/2018,Norway,KaggleMart,326
Sticker,4/27/2018,Norway,KaggleMart,172
Hat,4/27/2018,Norway,KaggleRama,1323
Sticker,4/27/2018,Norway,KaggleRama,296
Mug,4/27/2018,Sweden,KaggleMart,211
Hat,4/27/2018,Sweden,KaggleMart,485
Mug,4/27/2018,Sweden,KaggleRama,357
Hat,4/27/2018,Sweden,KaggleRama,854
Sticker,4/27/2018,Sweden,KaggleRama,193
Mug,4/28/2018,Finland,KaggleMart,237
Hat,4/28/2018,Finland,KaggleMart,571
Sticker,4/28/2018,Finland,KaggleMart,131
Mug,4/28/2018,Finland,KaggleRama,393
Hat,4/28/2018,Finland,KaggleRama,891
Mug,4/28/2018,Norway,KaggleMart,392
Mug,4/28/2018,Norway,KaggleRama,735
Hat,4/28/2018,Norway,KaggleRama,1623
Sticker,4/28/2018,Norway,KaggleRama,393
Mug,4/28/2018,Sweden,KaggleMart,253
Sticker,4/28/2018,Sweden,KaggleMart,140
Hat,4/28/2018,Sweden,KaggleRama,1008
Sticker,4/28/2018,Sweden,KaggleRama,260
Mug,4/29/2018,Finland,KaggleMart,260
Hat,4/29/2018,Finland,KaggleMart,501
Sticker,4/29/2018,Finland,KaggleMart,129
Mug,4/29/2018,Finland,KaggleRama,414
Hat,4/29/2018,Finland,KaggleRama,916
Sticker,4/29/2018,Finland,KaggleRama,214
Mug,4/29/2018,Norway,KaggleMart,372
Sticker,4/29/2018,Norway,KaggleMart,226
Mug,4/29/2018,Norway,KaggleRama,702
Hat,4/29/2018,Norway,KaggleRama,1567
Sticker,4/29/2018,Norway,KaggleRama,359
Mug,4/29/2018,Sweden,KaggleMart,247
Hat,4/29/2018,Sweden,KaggleMart,626
Sticker,4/29/2018,Sweden,KaggleMart,140
Mug,4/29/2018,Sweden,KaggleRama,414
Hat,4/29/2018,Sweden,KaggleRama,887
Sticker,4/29/2018,Sweden,KaggleRama,208
Mug,4/30/2018,Finland,KaggleMart,190
Hat,4/30/2018,Finland,KaggleMart,409
Sticker,4/30/2018,Finland,KaggleMart,97
Hat,4/30/2018,Finland,KaggleRama,755
Sticker,4/30/2018,Finland,KaggleRama,181
Mug,4/30/2018,Norway,KaggleMart,318
Hat,4/30/2018,Norway,KaggleMart,729
Mug,4/30/2018,Norway,KaggleRama,539
Hat,4/30/2018,Norway,KaggleRama,1151
Sticker,4/30/2018,Norway,KaggleRama,307
Mug,4/30/2018,Sweden,KaggleMart,216
Hat,4/30/2018,Sweden,KaggleMart,468
Sticker,4/30/2018,Sweden,KaggleMart,111
Mug,4/30/2018,Sweden,KaggleRama,363
Hat,4/30/2018,Sweden,KaggleRama,856
Sticker,4/30/2018,Sweden,KaggleRama,188
Mug,5/1/2018,Finland,KaggleMart,189
Hat,5/1/2018,Finland,KaggleMart,453
Sticker,5/1/2018,Finland,KaggleMart,106
Mug,5/1/2018,Finland,KaggleRama,328
Hat,5/1/2018,Finland,KaggleRama,669
Sticker,5/1/2018,Finland,KaggleRama,181
Mug,5/1/2018,Norway,KaggleMart,332
Hat,5/1/2018,Norway,KaggleMart,727
Sticker,5/1/2018,Norway,KaggleMart,188
Mug,5/1/2018,Norway,KaggleRama,521
Hat,5/1/2018,Norway,KaggleRama,1213
Mug,5/1/2018,Sweden,KaggleMart,202
Hat,5/1/2018,Sweden,KaggleMart,480
Sticker,5/1/2018,Sweden,KaggleMart,112
Mug,5/1/2018,Sweden,KaggleRama,327
Hat,5/1/2018,Sweden,KaggleRama,803
Sticker,5/1/2018,Sweden,KaggleRama,196
Mug,5/2/2018,Finland,KaggleMart,209
Hat,5/2/2018,Finland,KaggleMart,441
Sticker,5/2/2018,Finland,KaggleMart,112
Mug,5/2/2018,Finland,KaggleRama,311
Hat,5/2/2018,Finland,KaggleRama,771
Sticker,5/2/2018,Finland,KaggleRama,195
Mug,5/2/2018,Norway,KaggleMart,303
Hat,5/2/2018,Norway,KaggleMart,734
Sticker,5/2/2018,Norway,KaggleMart,171
Mug,5/2/2018,Norway,KaggleRama,525
Hat,5/2/2018,Norway,KaggleRama,1266
Sticker,5/2/2018,Norway,KaggleRama,300
Mug,5/2/2018,Sweden,KaggleMart,224
Hat,5/2/2018,Sweden,KaggleMart,503
Sticker,5/2/2018,Sweden,KaggleMart,126
Mug,5/2/2018,Sweden,KaggleRama,387
Sticker,5/2/2018,Sweden,KaggleRama,188
Mug,5/3/2018,Finland,KaggleMart,226
Hat,5/3/2018,Finland,KaggleMart,465
Sticker,5/3/2018,Finland,KaggleMart,113
Mug,5/3/2018,Finland,KaggleRama,321
Hat,5/3/2018,Finland,KaggleRama,880
Mug,5/3/2018,Norway,KaggleMart,352
Mug,5/3/2018,Norway,KaggleRama,631
Hat,5/3/2018,Norway,KaggleRama,1355
Hat,5/3/2018,Sweden,KaggleMart,487
Mug,5/3/2018,Sweden,KaggleRama,395
Hat,5/3/2018,Sweden,KaggleRama,867
Mug,5/4/2018,Finland,KaggleMart,225
Sticker,5/4/2018,Finland,KaggleMart,121
Mug,5/4/2018,Finland,KaggleRama,399
Hat,5/4/2018,Finland,KaggleRama,880
Mug,5/4/2018,Norway,KaggleMart,364
Hat,5/4/2018,Norway,KaggleMart,755
Mug,5/4/2018,Norway,KaggleRama,620
Hat,5/4/2018,Norway,KaggleRama,1387
Sticker,5/4/2018,Norway,KaggleRama,360
Mug,5/4/2018,Sweden,KaggleMart,244
Hat,5/4/2018,Sweden,KaggleMart,565
Sticker,5/4/2018,Sweden,KaggleMart,138
Hat,5/4/2018,Sweden,KaggleRama,1012
Sticker,5/4/2018,Sweden,KaggleRama,243
Hat,5/5/2018,Finland,KaggleMart,580
Mug,5/5/2018,Finland,KaggleRama,500
Hat,5/5/2018,Finland,KaggleRama,1089
Sticker,5/5/2018,Finland,KaggleRama,239
Mug,5/5/2018,Norway,KaggleMart,459
Hat,5/5/2018,Norway,KaggleMart,999
Mug,5/5/2018,Norway,KaggleRama,815
Hat,5/5/2018,Norway,KaggleRama,1761
Sticker,5/5/2018,Norway,KaggleRama,432
Mug,5/5/2018,Sweden,KaggleMart,289
Hat,5/5/2018,Sweden,KaggleMart,701
Mug,5/5/2018,Sweden,KaggleRama,503
Hat,5/5/2018,Sweden,KaggleRama,1154
Hat,5/6/2018,Finland,KaggleMart,635
Sticker,5/6/2018,Finland,KaggleMart,153
Mug,5/6/2018,Finland,KaggleRama,460
Hat,5/6/2018,Finland,KaggleRama,1021
Sticker,5/6/2018,Finland,KaggleRama,244
Mug,5/6/2018,Norway,KaggleMart,492
Hat,5/6/2018,Norway,KaggleMart,931
Sticker,5/6/2018,Norway,KaggleMart,276
Mug,5/6/2018,Norway,KaggleRama,781
Hat,5/6/2018,Norway,KaggleRama,1641
Sticker,5/6/2018,Norway,KaggleRama,436
Mug,5/6/2018,Sweden,KaggleMart,310
Hat,5/6/2018,Sweden,KaggleMart,643
Mug,5/6/2018,Sweden,KaggleRama,508
Hat,5/6/2018,Sweden,KaggleRama,1213
Sticker,5/6/2018,Sweden,KaggleRama,313
Mug,5/7/2018,Finland,KaggleMart,220
Hat,5/7/2018,Finland,KaggleMart,485
Sticker,5/7/2018,Finland,KaggleMart,129
Mug,5/7/2018,Finland,KaggleRama,365
Hat,5/7/2018,Finland,KaggleRama,776
Sticker,5/7/2018,Finland,KaggleRama,195
Mug,5/7/2018,Norway,KaggleMart,333
Sticker,5/7/2018,Norway,KaggleMart,195
Hat,5/7/2018,Norway,KaggleRama,1366
Sticker,5/7/2018,Norway,KaggleRama,325
Hat,5/7/2018,Sweden,KaggleMart,530
Sticker,5/7/2018,Sweden,KaggleMart,142
Hat,5/7/2018,Sweden,KaggleRama,872
Sticker,5/7/2018,Sweden,KaggleRama,231
Mug,5/8/2018,Finland,KaggleMart,217
Hat,5/8/2018,Finland,KaggleMart,462
Sticker,5/8/2018,Finland,KaggleMart,96
Mug,5/8/2018,Finland,KaggleRama,360
Hat,5/8/2018,Finland,KaggleRama,753
Sticker,5/8/2018,Finland,KaggleRama,197
Mug,5/8/2018,Norway,KaggleMart,330
Sticker,5/8/2018,Norway,KaggleMart,181
Mug,5/8/2018,Norway,KaggleRama,632
Hat,5/8/2018,Norway,KaggleRama,1338
Mug,5/8/2018,Sweden,KaggleMart,214
Hat,5/8/2018,Sweden,KaggleMart,489
Sticker,5/8/2018,Sweden,KaggleMart,123
Mug,5/8/2018,Sweden,KaggleRama,386
Hat,5/8/2018,Sweden,KaggleRama,855
Mug,5/9/2018,Finland,KaggleMart,182
Hat,5/9/2018,Finland,KaggleMart,439
Sticker,5/9/2018,Finland,KaggleMart,102
Mug,5/9/2018,Finland,KaggleRama,322
Sticker,5/9/2018,Finland,KaggleRama,185
Mug,5/9/2018,Norway,KaggleMart,334
Hat,5/9/2018,Norway,KaggleMart,648
Sticker,5/9/2018,Norway,KaggleMart,154
Mug,5/9/2018,Norway,KaggleRama,560
Sticker,5/9/2018,Norway,KaggleRama,301
Mug,5/9/2018,Sweden,KaggleMart,217
Sticker,5/9/2018,Sweden,KaggleMart,107
Mug,5/9/2018,Sweden,KaggleRama,352
Hat,5/9/2018,Sweden,KaggleRama,774
Sticker,5/9/2018,Sweden,KaggleRama,197
Mug,5/10/2018,Finland,KaggleMart,176
Hat,5/10/2018,Finland,KaggleMart,421
Sticker,5/10/2018,Finland,KaggleMart,114
Mug,5/10/2018,Finland,KaggleRama,341
Sticker,5/10/2018,Finland,KaggleRama,174
Mug,5/10/2018,Norway,KaggleMart,320
Hat,5/10/2018,Norway,KaggleMart,713
Sticker,5/10/2018,Norway,KaggleMart,161
Mug,5/10/2018,Norway,KaggleRama,562
Hat,5/10/2018,Norway,KaggleRama,1283
Sticker,5/10/2018,Norway,KaggleRama,289
Hat,5/10/2018,Sweden,KaggleMart,441
Sticker,5/10/2018,Sweden,KaggleMart,117
Mug,5/10/2018,Sweden,KaggleRama,357
Hat,5/10/2018,Sweden,KaggleRama,837
Sticker,5/10/2018,Sweden,KaggleRama,213
Mug,5/11/2018,Finland,KaggleMart,191
Hat,5/11/2018,Finland,KaggleMart,458
Sticker,5/11/2018,Finland,KaggleMart,107
Mug,5/11/2018,Finland,KaggleRama,358
Sticker,5/11/2018,Finland,KaggleRama,199
Mug,5/11/2018,Norway,KaggleMart,341
Hat,5/11/2018,Norway,KaggleMart,712
Sticker,5/11/2018,Norway,KaggleMart,186
Mug,5/11/2018,Norway,KaggleRama,544
Hat,5/11/2018,Norway,KaggleRama,1307
Mug,5/11/2018,Sweden,KaggleMart,222
Sticker,5/11/2018,Sweden,KaggleMart,119
Mug,5/11/2018,Sweden,KaggleRama,377
Hat,5/11/2018,Sweden,KaggleRama,832
Sticker,5/11/2018,Sweden,KaggleRama,212
Mug,5/12/2018,Finland,KaggleMart,244
Hat,5/12/2018,Finland,KaggleMart,585
Sticker,5/12/2018,Finland,KaggleMart,146
Mug,5/12/2018,Finland,KaggleRama,414
Hat,5/12/2018,Finland,KaggleRama,892
Sticker,5/12/2018,Finland,KaggleRama,239
Mug,5/12/2018,Norway,KaggleMart,392
Hat,5/12/2018,Norway,KaggleMart,987
Sticker,5/12/2018,Norway,KaggleMart,215
Mug,5/12/2018,Norway,KaggleRama,671
Hat,5/12/2018,Norway,KaggleRama,1675
Sticker,5/12/2018,Norway,KaggleRama,417
Mug,5/12/2018,Sweden,KaggleMart,270
Hat,5/12/2018,Sweden,KaggleMart,618
Mug,5/12/2018,Sweden,KaggleRama,455
Hat,5/12/2018,Sweden,KaggleRama,1038
Mug,5/13/2018,Finland,KaggleMart,267
Hat,5/13/2018,Finland,KaggleMart,596
Sticker,5/13/2018,Finland,KaggleMart,133
Hat,5/13/2018,Finland,KaggleRama,983
Sticker,5/13/2018,Finland,KaggleRama,254
Mug,5/13/2018,Norway,KaggleMart,423
Hat,5/13/2018,Norway,KaggleMart,893
Sticker,5/13/2018,Norway,KaggleMart,248
Mug,5/13/2018,Norway,KaggleRama,679
Sticker,5/13/2018,Norway,KaggleRama,423
Mug,5/13/2018,Sweden,KaggleMart,271
Hat,5/13/2018,Sweden,KaggleMart,663
Sticker,5/13/2018,Sweden,KaggleMart,165
Mug,5/13/2018,Sweden,KaggleRama,474
Hat,5/13/2018,Sweden,KaggleRama,1172
Sticker,5/13/2018,Sweden,KaggleRama,294
Mug,5/14/2018,Finland,KaggleMart,219
Hat,5/14/2018,Finland,KaggleMart,508
Mug,5/14/2018,Finland,KaggleRama,371
Hat,5/14/2018,Finland,KaggleRama,826
Sticker,5/14/2018,Finland,KaggleRama,195
Hat,5/14/2018,Norway,KaggleMart,773
Sticker,5/14/2018,Norway,KaggleMart,206
Mug,5/14/2018,Norway,KaggleRama,616
Hat,5/14/2018,Norway,KaggleRama,1511
Sticker,5/14/2018,Norway,KaggleRama,330
Mug,5/14/2018,Sweden,KaggleRama,394
Hat,5/14/2018,Sweden,KaggleRama,919
Sticker,5/14/2018,Sweden,KaggleRama,216
Mug,5/15/2018,Finland,KaggleMart,223
Hat,5/15/2018,Finland,KaggleMart,482
Sticker,5/15/2018,Finland,KaggleMart,120
Mug,5/15/2018,Finland,KaggleRama,378
Hat,5/15/2018,Finland,KaggleRama,927
Sticker,5/15/2018,Finland,KaggleRama,217
Mug,5/15/2018,Norway,KaggleMart,335
Hat,5/15/2018,Norway,KaggleMart,775
Sticker,5/15/2018,Norway,KaggleMart,201
Hat,5/15/2018,Norway,KaggleRama,1473
Sticker,5/15/2018,Norway,KaggleRama,335
Mug,5/15/2018,Sweden,KaggleMart,235
Hat,5/15/2018,Sweden,KaggleMart,514
Sticker,5/15/2018,Sweden,KaggleMart,132
Mug,5/15/2018,Sweden,KaggleRama,382
Hat,5/15/2018,Sweden,KaggleRama,918
Sticker,5/15/2018,Sweden,KaggleRama,220
Mug,5/16/2018,Finland,KaggleMart,202
Hat,5/16/2018,Finland,KaggleMart,471
Sticker,5/16/2018,Finland,KaggleMart,122
Mug,5/16/2018,Finland,KaggleRama,367
Hat,5/16/2018,Finland,KaggleRama,797
Sticker,5/16/2018,Finland,KaggleRama,212
Hat,5/16/2018,Norway,KaggleMart,789
Sticker,5/16/2018,Norway,KaggleMart,201
Mug,5/16/2018,Norway,KaggleRama,567
Sticker,5/16/2018,Norway,KaggleRama,372
Mug,5/16/2018,Sweden,KaggleMart,195
Hat,5/16/2018,Sweden,KaggleMart,449
Sticker,5/16/2018,Sweden,KaggleMart,123
Mug,5/16/2018,Sweden,KaggleRama,400
Hat,5/16/2018,Sweden,KaggleRama,886
Sticker,5/16/2018,Sweden,KaggleRama,214
Hat,5/17/2018,Finland,KaggleMart,468
Mug,5/17/2018,Finland,KaggleRama,338
Hat,5/17/2018,Finland,KaggleRama,751
Mug,5/17/2018,Norway,KaggleMart,348
Hat,5/17/2018,Norway,KaggleMart,756
Sticker,5/17/2018,Norway,KaggleMart,182
Mug,5/17/2018,Norway,KaggleRama,531
Sticker,5/17/2018,Norway,KaggleRama,322
Mug,5/17/2018,Sweden,KaggleMart,219
Hat,5/17/2018,Sweden,KaggleMart,480
Mug,5/17/2018,Sweden,KaggleRama,369
Hat,5/17/2018,Sweden,KaggleRama,896
Sticker,5/17/2018,Sweden,KaggleRama,218
Mug,5/18/2018,Finland,KaggleMart,201
Hat,5/18/2018,Finland,KaggleMart,443
Sticker,5/18/2018,Finland,KaggleMart,115
Mug,5/18/2018,Finland,KaggleRama,329
Hat,5/18/2018,Finland,KaggleRama,791
Sticker,5/18/2018,Finland,KaggleRama,207
Mug,5/18/2018,Norway,KaggleMart,327
Hat,5/18/2018,Norway,KaggleMart,822
Sticker,5/18/2018,Norway,KaggleMart,197
Mug,5/18/2018,Norway,KaggleRama,608
Sticker,5/18/2018,Norway,KaggleRama,349
Mug,5/18/2018,Sweden,KaggleMart,216
Hat,5/18/2018,Sweden,KaggleMart,499
Sticker,5/18/2018,Sweden,KaggleMart,127
Hat,5/18/2018,Sweden,KaggleRama,843
Sticker,5/18/2018,Sweden,KaggleRama,204
Hat,5/19/2018,Finland,KaggleMart,470
Sticker,5/19/2018,Finland,KaggleMart,134
Mug,5/19/2018,Finland,KaggleRama,424
Hat,5/19/2018,Finland,KaggleRama,933
Sticker,5/19/2018,Finland,KaggleRama,230
Mug,5/19/2018,Norway,KaggleMart,392
Hat,5/19/2018,Norway,KaggleMart,970
Sticker,5/19/2018,Norway,KaggleMart,233
Mug,5/19/2018,Norway,KaggleRama,666
Hat,5/19/2018,Norway,KaggleRama,1538
Sticker,5/19/2018,Norway,KaggleRama,388
Mug,5/19/2018,Sweden,KaggleMart,249
Hat,5/19/2018,Sweden,KaggleMart,537
Sticker,5/19/2018,Sweden,KaggleMart,137
Mug,5/19/2018,Sweden,KaggleRama,419
Hat,5/19/2018,Sweden,KaggleRama,945
Mug,5/20/2018,Finland,KaggleMart,221
Hat,5/20/2018,Finland,KaggleMart,539
Hat,5/20/2018,Finland,KaggleRama,962
Sticker,5/20/2018,Finland,KaggleRama,219
Mug,5/20/2018,Norway,KaggleMart,423
Hat,5/20/2018,Norway,KaggleMart,1043
Sticker,5/20/2018,Norway,KaggleMart,244
Mug,5/20/2018,Norway,KaggleRama,709
Hat,5/20/2018,Norway,KaggleRama,1620
Sticker,5/20/2018,Norway,KaggleRama,426
Mug,5/20/2018,Sweden,KaggleMart,254
Mug,5/20/2018,Sweden,KaggleRama,413
Sticker,5/20/2018,Sweden,KaggleRama,246
Mug,5/21/2018,Finland,KaggleMart,172
Hat,5/21/2018,Finland,KaggleMart,420
Mug,5/21/2018,Finland,KaggleRama,334
Hat,5/21/2018,Finland,KaggleRama,729
Mug,5/21/2018,Norway,KaggleMart,326
Hat,5/21/2018,Norway,KaggleMart,763
Sticker,5/21/2018,Norway,KaggleMart,207
Mug,5/21/2018,Norway,KaggleRama,647
Hat,5/21/2018,Norway,KaggleRama,1494
Hat,5/21/2018,Sweden,KaggleMart,449
Sticker,5/21/2018,Sweden,KaggleMart,119
Mug,5/21/2018,Sweden,KaggleRama,330
Hat,5/21/2018,Sweden,KaggleRama,811
Mug,5/22/2018,Finland,KaggleMart,204
Hat,5/22/2018,Finland,KaggleMart,396
Sticker,5/22/2018,Finland,KaggleMart,105
Mug,5/22/2018,Finland,KaggleRama,354
Hat,5/22/2018,Finland,KaggleRama,795
Sticker,5/22/2018,Finland,KaggleRama,162
Mug,5/22/2018,Norway,KaggleMart,401
Hat,5/22/2018,Norway,KaggleMart,873
Sticker,5/22/2018,Norway,KaggleMart,237
Mug,5/22/2018,Norway,KaggleRama,741
Hat,5/22/2018,Norway,KaggleRama,1628
Sticker,5/22/2018,Norway,KaggleRama,376
Sticker,5/22/2018,Sweden,KaggleMart,122
Mug,5/22/2018,Sweden,KaggleRama,369
Hat,5/22/2018,Sweden,KaggleRama,826
Sticker,5/22/2018,Sweden,KaggleRama,205
Hat,5/23/2018,Finland,KaggleMart,460
Sticker,5/23/2018,Finland,KaggleMart,118
Mug,5/23/2018,Finland,KaggleRama,316
Hat,5/23/2018,Finland,KaggleRama,801
Sticker,5/23/2018,Finland,KaggleRama,210
Hat,5/23/2018,Norway,KaggleMart,897
Sticker,5/23/2018,Norway,KaggleMart,230
Mug,5/23/2018,Norway,KaggleRama,660
Hat,5/23/2018,Norway,KaggleRama,1593
Sticker,5/23/2018,Norway,KaggleRama,378
Mug,5/23/2018,Sweden,KaggleMart,210
Hat,5/23/2018,Sweden,KaggleMart,485
Sticker,5/23/2018,Sweden,KaggleMart,134
Hat,5/23/2018,Sweden,KaggleRama,842
Sticker,5/23/2018,Sweden,KaggleRama,213
Hat,5/24/2018,Finland,KaggleMart,499
Sticker,5/24/2018,Finland,KaggleMart,115
Mug,5/24/2018,Finland,KaggleRama,345
Sticker,5/24/2018,Finland,KaggleRama,200
Mug,5/24/2018,Norway,KaggleMart,400
Hat,5/24/2018,Norway,KaggleMart,881
Sticker,5/24/2018,Norway,KaggleMart,217
Mug,5/24/2018,Norway,KaggleRama,692
Hat,5/24/2018,Norway,KaggleRama,1554
Sticker,5/24/2018,Norway,KaggleRama,374
Mug,5/24/2018,Sweden,KaggleMart,224
Hat,5/24/2018,Sweden,KaggleMart,506
Sticker,5/24/2018,Sweden,KaggleMart,121
Sticker,5/24/2018,Sweden,KaggleRama,245
Mug,5/25/2018,Finland,KaggleMart,203
Hat,5/25/2018,Finland,KaggleMart,501
Mug,5/25/2018,Finland,KaggleRama,379
Hat,5/25/2018,Finland,KaggleRama,928
Sticker,5/25/2018,Finland,KaggleRama,230
Mug,5/25/2018,Norway,KaggleMart,430
Hat,5/25/2018,Norway,KaggleMart,976
Sticker,5/25/2018,Norway,KaggleMart,238
Mug,5/25/2018,Norway,KaggleRama,668
Hat,5/25/2018,Norway,KaggleRama,1634
Sticker,5/25/2018,Norway,KaggleRama,403
Mug,5/25/2018,Sweden,KaggleMart,220
Hat,5/25/2018,Sweden,KaggleMart,546
Sticker,5/25/2018,Sweden,KaggleMart,145
Mug,5/25/2018,Sweden,KaggleRama,431
Hat,5/25/2018,Sweden,KaggleRama,978
Mug,5/26/2018,Finland,KaggleMart,252
Hat,5/26/2018,Finland,KaggleMart,541
Sticker,5/26/2018,Finland,KaggleMart,151
Mug,5/26/2018,Finland,KaggleRama,434
Sticker,5/26/2018,Finland,KaggleRama,256
